SiteBlock,SiteBlock2,SiteIDLookUp,Description,RampMain,Direction,LaneNumbs,TotalCapacity,TMPCapacity,RampReroute,DataSource,Cluster,FreeSpeedM,ScM,NM,FreeSpeedD,ScD,ND,DetourPlan,DetourDistance,DetourSpeed,Distance,Speed ,DetourCap,DetourDelay
SH1_Southbound_between_St_Marks_Road_Southbound_On-ramp_and_400,SH1 SB St Marks Road SB On ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_St_Marks_Road_Southbound_On-ramp_and_400,SH1 SB St Marks Road SB On ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH16_Eastbound_between_Brigham_Creek_Road_Roundabout_and_Lincoln_Road_401,SH16 EB Brigham Creek Road Roundabout Lincoln Road ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH16_Eastbound_between_Brigham_Creek_Road_Roundabout_and_Lincoln_Road_401,SH16 EB Brigham Creek Road Roundabout Lincoln Road ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH16_Westbound_between_Lincoln_Road_and_Brigham_Creek_Road_Roundabout_402,SH16 WB Lincoln Road Brigham Creek Road Roundabout ,01610013,SH16 Lincoln Rd Interchange WB,Mainline,WB,2,3600,1400,01660013,Any2018-scaled,C13,105,40,1.5,55,25,1.1,SH16_131,9.2,60,7.6,105,1200,4.857142857
SH16_Westbound_between_Lincoln_Road_and_SH18_-_16_Intersection_402,SH16 WB Lincoln Road SH18 16 Intersection ,01610013,SH16 Lincoln Rd Interchange WB,Mainline,WB,2,3600,1400,01660013,Any2018-scaled,C13,105,40,1.5,55,25,1.1,SH16_131,9.2,60,7.6,105,1200,4.857142857
SH16_Eastbound_between_Brigham_Creek_Road_Roundabout_and_Te_Atatu_Road_403,SH16 EB Brigham Creek Road Roundabout Te Atatu Road ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH16_Eastbound_between_Brigham_Creek_Road_Roundabout_and_Te_Atatu_Road_403,SH16 EB Brigham Creek Road Roundabout Te Atatu Road ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH16_Westbound_between_Te_Atatu_Road_and_Brigham_Creek_Road_Roundabout_404,SH16 WB Te Atatu Road Brigham Creek Road Roundabout ,01610011,SH16 Te Atatu Rd Interchange WB,Mainline,WB,3,5400,1400,01660011,Any2018-scaled,C14,90,35,1.5,50,30,1.5,SH16_130,4.8,40,2.7,105,1200,5.657142857
SH16_Westbound_between_Great_North_Road_and_Lincoln_Road_405,SH16 WB Great North Road Lincoln Road ,01619008,SH16 Great Nth Rd On Ramp to Rosebank Rd Off Ramp WB,Mainline,WB,5,9000,1400,01660008,Website Mar-19,C15,70,25,1.5,40,25,1.5,SH16_127,8.2,40,4.9,105,1200,9.5
SH16_Westbound_between_Great_North_Road_and_Lincoln_Road_405,SH16 WB Great North Road Lincoln Road ,01619008,SH16 Great Nth Rd On Ramp to Rosebank Rd Off Ramp WB,Mainline,WB,5,9000,1400,01660008,Website Mar-19,C15,70,25,1.5,40,25,1.5,SH16_127,8.2,40,4.9,105,1200,9.5
SH16_Eastbound_between_Lincoln_Road_and_Great_North_Road_406,SH16 EB Lincoln Road Great North Road ,01620012,SH16 Lincoln Rd Off Ramp to Te Atatu Rd On Ramp EB,Mainline,EB,3,5400,1400,01640013,Website Mar-19,C13,105,40,1.5,55,25,1.1,SH16_150,5.9,40,3,105,1200,7.135714286
SH16_Eastbound_between_Te_Atatu_Road_and_Western_Springs_407,SH16 EB Te Atatu Road Western Springs ,01620010,SH16 Te Atatu Peninsula On Ramp to Patiki Rd Off Ramp EB,Mainline,EB,4,8800,1400,01640011,Website Mar-19,C14,90,35,1.5,50,30,1.5,SH16_151,14.8,40,6.2,105,1200,18.65714286
SH16_Westbound_between_St_Lukes_Road_and_Te_Atatu_Road_408,SH16 WB St Lukes Road Te Atatu Road ,01610005,SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,Mainline,WB,4,7200,1400,01660006,Website Year2014,C15,70,25,1.5,40,25,1.5,SH16_126,4,40,3.8,105,1200,3.828571429
SH16_Westbound_between_St_Lukes_Road_and_Te_Atatu_Road_408,SH16 WB St Lukes Road Te Atatu Road ,01610005,SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,Mainline,WB,4,7200,1400,01660006,Website Year2014,C15,70,25,1.5,40,25,1.5,SH16_126,4,40,3.8,105,1200,3.828571429
SH16_Westbound_between_St_Lukes_Road_and_Patiki_Road_409,SH16 WB St Lukes Road Patiki Road ,01610005,SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,Mainline,WB,4,7200,1400,01660006,Website Year2014,C15,70,25,1.5,40,25,1.5,SH16_126,4,40,3.8,105,1200,3.828571429
SH16_Westbound_between_St_Lukes_Road_and_Patiki_Road_409,SH16 WB St Lukes Road Patiki Road ,01610005,SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,Mainline,WB,4,7200,1400,01660006,Website Year2014,C15,70,25,1.5,40,25,1.5,SH16_126,4,40,3.8,105,1200,3.828571429
SH16_Eastbound_between_Patiki_Road_and_Western_Springs_410,SH16 EB Patiki Road Western Springs ,01629008,SH16 Rosebank Rd On Ramp to Great Nth Rd Off Ramp EB,Mainline,EB,4,7200,1400,01640010,Website Mar-19,C15,70,25,1.5,40,25,1.5,SH16_152,2.5,40,1.9,105,1200,2.664285714
SH16_Westbound_between_Wellesley_Street_On-ramp_and_411,SH16 WB Wellesley Street On ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH16_Westbound_between_Wellesley_Street_On-ramp_and_Gillies_Ave_On-Ramp_411,SH16 WB Wellesley Street On ramp Gillies Ave On Ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Green_Lane_Northbound_On-ramp_and_Greenlane_Northbound_On-Ramp_412,SH1 NB Green Lane NB On ramp Greenlane NB On Ramp ,01N20432,SH1 Greenlane East On Ramp to Market Rd Off Ramp NB,Mainline,NB,4,7200,1400,01N40433,Website Mar-18,C6,85,65,1.1,60,20,1.1,SH1_44,3.9,40,3.5,105,1200,3.85
SH1_Southbound_between_Green_Lane_Southbound_On-ramp_and_Greenlane_Southbound_On-Ramp_413,SH1 SB Green Lane SB On ramp Greenlane SB On Ramp ,01N10433,SH1 Greenlane East Interchange SB,Mainline,SB,3,6300,1400,01N60433,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_9,3.4,40,2.6,105,1200,3.614285714
SH1_Northbound_between_Ellerslie_Panmure_Highway_Northbound_On-ramp_and_Ellerslie_Panmure_Highway_Northbound_On-Ramp_414,SH1 NB Ellerslie Panmure Highway NB On ramp Ellerslie Panmure Highway NB On Ramp ,01N20435,SH1 Ellerslie Panmure Hwy Interchange NB,Mainline,NB,3,5400,1400,01N40435,Website Year2014,C7,95,80,1.5,50,25,1.5,SH1_10,6.4,50,4,105,1800,5.394285714
SH1_Southbound_between_Ellerslie_Panmure_Highway_Southbound_On-ramp_and_Ellerslie_Panmure_Highway_Southbound_On-Ramp_415,SH1 SB Ellerslie Panmure Highway SB On ramp Ellerslie Panmure Highway SB On Ramp ,01N10435,SH1 Ellerslie Panmure Hwy Interchange SB,Mainline,SB,3,5700,1400,01N60435,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1_Southbound_between_Tecoma_Street_Southbound_On-ramp_and_Tecoma_Street_Southbound_On-Ramp_416,SH1 SB Tecoma Street SB On ramp Tecoma Street SB On Ramp ,01N10434,SH1 Tecoma St Interchange SB,Mainline,SB,3,6600,1400,01N60434,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1_Northbound_between_SEART_Northbound_On-ramp_and_SEART_Northbound_On-Ramp_417,SH1 NB SEART NB On ramp SEART NB On Ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Mt_Wellington_Highway_Northbound_On-ramp_and_Mt_Wellington_Highway_Northbound_On-Ramp_418,SH1 NB Mt Wellington Highway NB On ramp Mt Wellington Highway NB On Ramp ,01N20436,SH1 Sth Eastern Hwy On Ramp to Ellerslie Panmure Hwy Off Ramp NB,Mainline,NB,3,5700,1400,01N40439,Website Year2014,C7,95,80,1.5,50,25,1.5,SH1_41,3.5,40,2.4,105,1200,3.878571429
SH1_Southbound_between_Mt_Wellington_Highway_Southbound_On-ramp_and_Mt_Wellington_Highway_Southbound_On-Ramp_419,SH1 SB Mt Wellington Highway SB On ramp Mt Wellington Highway SB On Ramp ,01N10438,SH1 Sth Eastern Hwy Off Ramp to Mt Wellington Hwy Off Ramp SB,Mainline,SB,2,4800,1400,01N60439,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_12,4.6,40,3.4,105,1200,4.957142857
SH1_Northbound_between_Princes_Street_NB_On-ramp_and_420,SH1 NB Princes Street NB On ramp ,01N20440,SH1 Princes St On Ramp to Mt Wellington Hwy Off Ramp NB,Mainline,NB,3,6000,1400,01N40441,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_40,4.5,40,3.7,105,1200,4.635714286
SH1_Southbound_between_Princes_Street_Southbound_On-ramp_and_Princes_Street_Southbound_On-Ramp_421,SH1 SB Princes Street SB On ramp Princes Street SB On Ramp ,01N10441,SH1 Princes St Interchange SB,Mainline,SB,3,6000,1400,01N60441,Any2018-scaled,C7,95,80,1.5,50,25,1.5,SH1_13,6.6,40,4,105,1200,7.614285714
SH1_Northbound_between_Highbrook_Drive_Northbound_On-ramp_and_Highbrook_Drive_Northbound_On-Ramp_422,SH1 NB Highbrook Drive NB On ramp Highbrook Drive NB On Ramp ,01N20442,SH1 Highbrook Dr On Ramp to Princes St Off Ramp NB,Mainline,NB,4,7200,1400,01N40443,Any2018-scaled,C7,95,80,1.5,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH1_Southbound_between_Highbrook_Drive_Southbound_On-ramp_and_Highbrook_Drive_Southbound_On-Ramp_423,SH1 SB Highbrook Drive SB On ramp Highbrook Drive SB On Ramp ,01N10443,SH1 Highbrook Dr Interchange SB,Mainline,SB,3,5400,1400,01N60443,Any2018-scaled,C8,85,30,1.1,50,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH1_Northbound_between_East_Tamaki_Road_Northbound_On-ramp_and_East_Tamaki_Road_Northbound_On-Ramp_424,SH1 NB East Tamaki Road NB On ramp East Tamaki Road NB On Ramp ,01N29443,SH1 East Tamaki Rd On Ramp to Highbrook Dr Off Ramp NB,Mainline,NB,3,6000,1400,01N40444,Website Mar-19,C8,85,30,1.1,50,15,1.1,SH1_38,6.2,40,3.7,105,1200,7.185714286
SH1_Southbound_between_East_Tamaki_Road_Southbound_On-ramp_and_East_Tamaki_Road_Southbound_On-Ramp_425,SH1 SB East Tamaki Road SB On ramp East Tamaki Road SB On Ramp ,01N10444,SH1 East Tamaki Rd Interchange SB,Mainline,SB,3,5400,1400,01N60444,Any2018-scaled,C8,85,30,1.1,50,15,1.1,SH1_14,6,40,4.4,105,1200,6.485714286
SH1_Northbound_between_Te_Irirangi_Drive_Northbound_On-ramp_and_Te_Irirangi_Drive_Northbound_On-Ramp_426,SH1 NB Te Irirangi Drive NB On ramp Te Irirangi Drive NB On Ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Redoubt_Road_Northbound_On-ramp_and_Redoubt_Road_Northbound_On-Ramp_427,SH1 NB Redoubt Road NB On ramp Redoubt Road NB On Ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Redoubt_Road_Southbound_On-ramp_and_Redoubt_Road_Southbound_On-Ramp_428,SH1 SB Redoubt Road SB On ramp Redoubt Road SB On Ramp ,01N10448,SH1 Redoubt Rd Off Ramp to Southwestern Off Ramp SB,Mainline,SB,3,5400,1400,01N60448,Any2018-scaled,C8,85,30,1.1,50,15,1.1,SH1_16,7.2,40,6.8,105,1200,6.914285714
SH1_Southbound_between_Redoubt_Road_SH20_Link_and_Great_South_Road_SH20_On-Ramp_429,SH1 SB Redoubt Road SH20 Link Great South Road SH20 On Ramp ,01N10448,SH1 Redoubt Rd Off Ramp to Southwestern Off Ramp SB,Mainline,SB,3,5400,1400,01N60448,Any2018-scaled,C8,85,30,1.1,50,15,1.1,SH1_16,7.2,40,6.8,105,1200,6.914285714
SH1_Northbound_between_Hill_Road_Northbound_On-ramp_and_Hill_Road_Northbound_On-Ramp_431,SH1 NB Hill Road NB On ramp Hill Road NB On Ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Northbound_between_Takanini_Northbound_On-ramp_and_Takanini_Northbound_On-Ramp_432,SH1 NB Takanini NB On ramp Takanini NB On Ramp ,01N20450,SH1 Hill Rd On Ramp to Gt South Rd / Southwestern Off Ramp NB,Mainline,NB,3,5700,1400,01N40454,Continuous Year2014,C9,100,80,1.2,55,25,1.4,SH1_34,4.1,40,3.3,105,1200,4.264285714
SH1_Southbound_between_Takanini_Southbound_On-ramp_and_Takanini_Southbound_On-Ramp_433,SH1 SB Takanini SB On ramp Takanini SB On Ramp ,01N10454,SH1 Takanini Interchange SB,Mainline,SB,2,3600,1400,01N60454,Website Year2014,C9,100,80,1.2,55,25,1.4,SH1_18,7.2,40,4.8,105,1200,8.057142857
SH1_Southbound_between_Papakura_Southbound_On-ramp_and_Papakura_Southbound_On-Ramp_434,SH1 SB Papakura SB On ramp Papakura SB On Ramp ,01N10458,SH1 Papakura Interchange SB,Mainline,SB,2,3600,1400,01N60458,Continuous Mar-19,C9,100,80,1.2,55,25,1.4,SH1_19,6.6,50,5.1,105,1200,5.005714286
SH1_Northbound_between_Papakura_Northbound_(loop)_On-ramp_and_Papakura_Northbound_(loop)_On-Ramp_435,SH1 NB Papakura NB (loop) On ramp Papakura NB (loop) On Ramp ,01N20456,SH1 Papakura On Ramp to Takanini Off Ramp NB,Mainline,NB,2,3800,1400,01N40458,Website Year2014,C9,100,80,1.2,55,25,1.4,SH1_33,7.7,40,4.9,105,1200,8.75
SH1_Northbound_between_Papakura_Northbound_(diamond)_On-ramp_and_Papakura_Northbound_(diamond)_On-Ramp_436,SH1 NB Papakura NB (diamond) On ramp Papakura NB (diamond) On Ramp ,01N20456,SH1 Papakura On Ramp to Takanini Off Ramp NB,Mainline,NB,2,3800,1400,01N40458,Website Year2014,C9,100,80,1.2,55,25,1.4,SH1_33,7.7,40,4.9,105,1200,8.75
SH1_Northbound_between_Drury_Northbound_On-ramp_and_Drury_Northbound_On-Ramp_437,SH1 NB Drury NB On ramp Drury NB On Ramp ,01N20459,SH1 Drury On Ramp to Papakura Off Ramp NB,Mainline,NB,2,3600,1400,01N40462,Any2018-scaled,C9,100,80,1.2,55,25,1.4,SH1_32,7,50,5,105,1200,5.542857143
SH1_Southbound_between_Drury_Southbound_On-ramp_and_Drury_Southbound_On-Ramp_438,SH1 SB Drury SB On ramp Drury SB On Ramp ,01N10462,SH1 Drury Interchange SB,Mainline,SB,2,3600,1400,01N60462,Website Year2014,C9,100,80,1.2,55,25,1.4,SH1_20,6.4,90,5.2,105,1917.391304,1.295238095
SH1_Northbound_between_Ramarama_Northbound_On-ramp_and_Ramarama_Northbound_On-Ramp_439,SH1 NB Ramarama NB On ramp Ramarama NB On Ramp ,01N20463,SH1 Ramarama On Ramp to Drury Off Ramp NB,Mainline,NB,2,3600,1400,01N40465,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_31,6.5,90,5.6,105,1917.391304,1.133333333
SH1_Southbound_between_Ramarama_Southbound_On-ramp_and_Ramarama_Southbound_On-Ramp_440,SH1 SB Ramarama SB On ramp Ramarama SB On Ramp ,01N10465,SH1 Ramarama Interchange SB,Mainline,SB,2,3600,1400,01N60465,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_21,8.4,90,6.8,105,1917.391304,1.714285714
SH1_Northbound_between_Mill_Road_(Bombay)_Northbound_On-ramp_and_Mill_Road_(Bombay)_Northbound_On-Ramp_441,SH1 NB Mill Road (Bombay) NB On ramp Mill Road (Bombay) NB On Ramp ,01N20468,SH1 Mill Rd On Ramp to Ramarama Off Ramp NB,Mainline,NB,2,3600,1400,01N40471,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_30,8.4,90,6.9,105,1917.391304,1.657142857
SH1_Southbound_between_Mill_Road_(Bombay)_Southbound_On-ramp_and_Mill_Road_(Bombay)_Southbound_On-Ramp_442,SH1 SB Mill Road (Bombay) SB On ramp Mill Road (Bombay) SB On Ramp ,01N10471,SH1 Mill Rd Interchange SB,Mainline,SB,2,3600,1400,01N60471,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_22,3.9,90,2.2,105,1572.26087,1.342857143
SH1_Northbound_between_Beaver_Road_Northbound_On-ramp_and_Beaver_Road_Northbound_On-Ramp_443,SH1 NB Beaver Road NB On ramp Beaver Road NB On Ramp ,01N20472,SH1 Beaver Rd On Ramp to Mill Rd Off Ramp NB,Mainline,NB,2,3600,1400,01N40473,Website Oct-18,C10,105,90,1.2,80,50,1.1,SH1_29,8.3,90,2.7,105,1572.26087,3.99047619
SH1_Southbound_between_Beaver_Road_Southbound_On-ramp_and_Beaver_Road_Southbound_On-Ramp_444,SH1 SB Beaver Road SB On ramp Beaver Road SB On Ramp ,01N10473,SH1 Beaver Rd Interchange SB,Mainline,SB,2,3600,1400,01N60473,Website Year2014,C10,105,90,1.2,80,50,1.1,SH1_23,3.2,90,1.6,105,1572.26087,1.219047619
SH1_Northbound_between_Ridge_Road_Northbound_On-ramp_and_Ridge_Road_Northbound_On-Ramp_445,SH1 NB Ridge Road NB On ramp Ridge Road NB On Ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH1_Southbound_between_Nikau_Rd_Southbound_On-ramp_and_Pokeno_On-Ramp_446,SH1 SB Nikau Rd SB On ramp Pokeno On Ramp ,01N10475,SH1 Nikau Rd Interchange SB,Mainline,SB,2,3600,1400,01N60475,Any2018-scaled,C10,105,90,1.2,80,50,1.1,SH1_24,7,80,5.4,105,1572.26087,2.164285714
SH1_Northbound_between_Helenslee_Rd_On-ramp_and_Nikau_Rd_On-Ramp_447,SH1 NB Helenslee Rd On ramp Nikau Rd On Ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH20_Southbound_between_Lambie_Drive_and_SH1_Northbound_Link_578,SH20 SB Lambie Drive SH1 NB Link ,02020000,SH20 Southern Link to SH1N Off Ramp SB,Mainline,SB,2,3600,1400,02040001,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_139,3.4,50,2.9,100,1200,2.34
SH20_Southbound_between_To_SH1_Southbound_Link_and_579,SH20 SB To SH1 SB Link ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH20_Southbound_between_Dominion_Road_Off-Ramp_and_617,SH20 SB Dominion Road Off Ramp ,02020017,SH20 Dominion Rd On Ramp to Hillsborough Rd Off Ramp SB,Mainline,SB,3,5400,1400,02040018,Any2018-scaled,C16,100,80,1.5,50,25,1.2,SH20_135,4.3,50,2.5,100,1200,3.66
SH20_Northbound_between_Dominion_Road_Off-Ramp_and_618,SH20 NB Dominion Road Off Ramp ,02010018,SH20 Dominion Rd Interchange NB,Mainline,NB,3,5400,1400,02060018,Any2018-scaled,C16,100,80,1.5,50,25,1.2,SH20_137,4.1,50,2.2,100,1200,3.6
SH20_Southbound_between_Hillsborough_Road_Off-Ramp_and_619,SH20 SB Hillsborough Road Off Ramp ,02020015,SH20 Queenstown Rd On Ramp to Neilson St Off Ramp SB,Mainline,SB,4,7200,1400,02040016,Website Mar-18,C16,100,80,1.5,50,25,1.2,NA,NA,NA,NA,NA,NA,NA
SH20_Northbound_between_Hillsborough_Road_Off-Ramp_and_620,SH20 NB Hillsborough Road Off Ramp ,02010016,SH20 Hillsborough Rd Interchange NB,Mainline,NB,3,5400,1400,02060016,Any2018-scaled,C16,100,80,1.5,50,25,1.2,SH20_136,4.4,50,2.6,100,1200,3.72
SH20_Northbound_between_Queenstown_Road_Off-Ramp_and_621,SH20 NB Queenstown Road Off Ramp ,02019015,SH20 Queenstown Rd Off Ramp to Hillsborough Rd Off Ramp NB,Mainline,NB,3,5400,1400,02060015,Any2018-scaled,C16,100,80,1.5,50,25,1.2,SH20_92,2.6,50,1.7,100,1200,2.1
SH20_Southbound_between_Neilson_Street_Off-Ramp_and_622,SH20 SB Neilson Street Off Ramp ,02020013,SH20 Neilson St On Ramp to Rimu Rd Off Ramp SB,Mainline,SB,4,7200,1400,02040014,Website Mar-19,C17,100,80,1.4,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH20_Southbound_between_Rimu_Road_Off-Ramp_and_623,SH20 SB Rimu Road Off Ramp ,02020012,SH20 Rimu Rd Off Ramp to Walmsley Rd Off Ramp SB,Mainline,SB,3,5700,1400,02040012,Any2018-scaled,C17,100,80,1.4,50,25,1.5,NA,NA,NA,NA,NA,NA,NA
SH20_Southbound_between_Walmsley_Road_Off-Ramp_and_624,SH20 SB Walmsley Road Off Ramp ,02020008,SH20 20A Off Ramp to Massey Rd Off Ramp SB,Mainline,SB,2,3600,1400,02040011,Continuous Year2014,C18,90,55,1.5,65,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH20_Northbound_between_Walmsley_Road_Off-Ramp_and_625,SH20 NB Walmsley Road Off Ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH20_Southbound_between_Link_To_SH20A_Westbound_and_626,SH20 SB Link To SH20A WB ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH20_Northbound_between_Link_To_SH20A_Westbound_and_627,SH20 NB Link To SH20A WB ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH20_Southbound_between_Massey_Road_Off-Ramp_and_628,SH20 SB Massey Road Off Ramp ,02020006,SH20 Massey Rd to Puhinui Rd SB,Mainline,SB,2,4000,1400,02040007,Any2018-scaled,C18,90,55,1.5,65,15,1.1,NA,NA,NA,NA,NA,NA,NA
SH20_Northbound_between_Massey_Road_Off-Ramp_and_629,SH20 NB Massey Road Off Ramp ,02010007,SH20 Massey Rd Interchange NB,Mainline,NB,2,3600,1400,02060007,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_85,5.3,60,3,105,1200,3.585714286
SH20_Southbound_between_Puhinui_Road_Off-Ramp_and_630,SH20 SB Puhinui Road Off Ramp ,02020002,SH20 Cavendish Dr On Ramp to Lambie Dr Off Ramp SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH20_Northbound_between_Cavendish_Drive_Off-Ramp_and_631,SH20 NB Cavendish Drive Off Ramp ,02010003,SH20 Cavendish Dr Interchange NB,Mainline,NB,2,3600,1400,02060003,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_94,3.1,60,2.6,100,1200,1.54
SH20_Southbound_between_Lambie_Drive_Off-Ramp_and_632,SH20 SB Lambie Drive Off Ramp ,02020000,SH20 Southern Link to SH1N Off Ramp SB,Mainline,SB,2,3600,1400,02040001,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_139,3.4,50,2.9,100,1200,2.34
SH20_Northbound_between_Lambie_Drive_Off-Ramp_and_633,SH20 NB Lambie Drive Off Ramp ,02019000,SH20 SH1N / Redoubt Rd On Ramp to Lambie Dr Off Ramp NB,Mainline,NB,3,5400,1400,02060001,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_96,4.3,50,3.2,100,1800,3.24
SH20A_Eastbound_between_Bader_Drive_Off-Ramp_and_634,SH20A EB Bader Drive Off Ramp ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH20A_Eastbound_between_Left_turn_onto_Kirkbride_Road_and_635,SH20A EB Left turn onto Kirkbride Road ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH20A_Westbound_between_Right_turn_onto_Kirkbride_Road_and_636,SH20A WB Right turn onto Kirkbride Road ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH20A_Westbound_between_Left_turn_onto_Kirkbride_Road_and_637,SH20A WB Left turn onto Kirkbride Road ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH20A_Eastbound_between_Right_turn_onto_Kirkbride_Road_and_638,SH20A EB Right turn onto Kirkbride Road ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
SH20A_Eastbound_between_Left_turn_onto_Montgomerie_Road_and_639,SH20A EB Left turn onto Montgomerie Road ,02020004,SH20 Puhinui Rd Interchange SB,Mainline,SB,2,3600,1400,02040004,Any2018-scaled,C18,90,55,1.5,65,15,1.1,SH20_93,2,50,1.6,100,1200,1.44
